Title,Release Date,Developer,Publisher,Genres,Product Rating,User Score,User Ratings Count,console
Viva Pinata: Trouble in Paradise,2008-02-09,Rare Ltd.,Microsoft Game Studios,Virtual Life,Rated E For Everyone,8.5,53,Xbox 360
Viviette,12/20/2018,DYA Games,DYA Games,Adventure,Rated T For Teen,7,10,Nintendo Switch
VOEZ,2017-09-03,Flyhigh Works,Flyhigh Works,Rhythm,Rated T For Teen,8,101,iOS (iPhone)
Voice of Cards: The Beasts of Burden,9/13/2022,A-lim,Square Enix,Card Battle,Rated T For Teen,5.4,7,Nintendo Switch
Voice of Cards: The Forsaken Maiden,2/17/2022,A-lim,Square Enix,Card Battle,Rated T For Teen,6.1,14,PlayStation 4
Voice of Cards: The Isle Dragon Roars,10/28/2021,A-lim,Square Enix,Card Battle,Rated T For Teen,7.5,31,PlayStation 4
Void Bastards,5/28/2019,Blue Manchu,Humble Games,FPS,Rated M For Mature,7.4,96,Xbox One
void tRrLM(); //Void Terrarium,7/14/2020,Nippon Ichi Software,NIS America,Roguelike,Rated T For Teen,7,9,Nintendo Switch
Void War,,Rampant Games,Rampant Games,Action Adventure,,,,PC
Volcano Escape,2/17/2011,Bravo,Bravo,Action,,,,iOS (iPhone)
Volgarr the Viking,9/13/2013,Crazy Viking Studios,Adult Swim,Action,,7.8,106,PC
Voltron,11/30/2011,Behaviour Interactive,THQ,Vertical Shoot-'Em-Up,Rated E +10 For Everyone +10,7.2,6,PlayStation 3
Volume,8/18/2015,Mike Bithell,Mike Bithell,Linear Action Adventure,Rated T For Teen,7.3,57,PC
Voodoo Dice,5/26/2010,Exkee,Ubisoft,Puzzle,Rated E For Everyone,,,Xbox 360
Voodoo Vince,9/23/2003,Beep Industries,Microsoft Game Studios,3D Platformer,Rated T For Teen,,,Xbox
Vostok Inc.,2017-07-12,Nosebleed Interactive,Wired Productions,Top-Down Shoot-'Em-Up,Rated E +10 For Everyone +10,7.1,12,PlayStation Vita
Voyage: Inspired by Jules Verne,8/18/2005,Kheops Studio,The Adventure Company,First-Person Adventure,Rated T For Teen,7.1,10,PC
VR Ping Pong Pro,2019-12-11,Reddoll Srl,Merge Games,Individual Sports,Rated E For Everyone,5.3,,PC
VR Skater,2023-04-08,DEFICIT Games,Perpetual,Skating,Rated M For Mature,5.8,,PlayStation 5
V-Rally 3,3/25/2003,Eden Studios,Atari SA,Auto Racing Sim,Rated E For Everyone,,,Game Boy Advance
V-Rally 4,2018-11-09,Kylotonn,Bigben Interactive,Auto Racing,Rated E For Everyone,5.4,27,PC
Vroom in the Night Sky,2017-05-04,Poisoft,Poisoft,Biking,Rated E For Everyone,3.2,111,Nintendo Switch
VVVVVV,12/29/2011,Terry Cavanagh,Nicalis,Metroidvania,Rated E For Everyone,7.9,91,3DS
W.E.L.D.E.R.,2011-03-11,Ayopa Games LLC,Ayopa Games LLC,Logic Puzzle,,,,iOS (iPhone)
Wacky Races: Crash & Dash,6/17/2008,Eidos Sweden,Eidos Interactive,Arcade Racing,Rated E For Everyone,,,DS
Wacky World of Sports,9/22/2009,Tabot,Sega,Sports,Rated E +10 For Everyone +10,,,Wii
Wackylands Boss,10/28/2010,Fair Play Labs,Chillingo,Action,,,,iOS (iPhone)
Wade Hixton's Counter Punch,3/15/2004,Inferno Games,Destination Software,Combat Sport,Rated T For Teen,8,6,Game Boy Advance
Wailing Heights,4/27/2016,Outsider Games,Outsider Games,Point-and-Click,,7,9,PC
Wake the Cat,2013-10-01,,,Action,,,,iOS (iPhone)
Wakeboarding HD,3/25/2010,Creat Studios,Creat Studios,Surfing,Rated E For Everyone,5.3,,PlayStation 3
Wakeboarding Unleashed Featuring Shaun Murray,2003-10-06,Shaba Games,Activision,Surfing,Rated E For Everyone,,,PlayStation 2
Waking,6/18/2020,Jason Oda,tinyBuild,Action,,2.8,8,Xbox One
Waking Mars,2012-01-03,Tiger Style,Tiger Style,2D Platformer,,6.7,12,iOS (iPhone)
Wallace & Gromit in Project Zoo,2003-07-10,Frontier Developments,Bam Entertainment,3D Platformer,Rated E For Everyone,2.3,39,Xbox
Wallace & Gromit: The Curse of the Were-Rabbit,9/29/2005,Frontier Developments,Konami,Action Adventure,Rated E For Everyone,3.2,31,PlayStation 2
"Wallace & Gromit's Grand Adventures, Episode 1: Fright of the Bumblebees",3/23/2009,Telltale Games,Telltale Games,Compilation,,7.6,19,Xbox 360
"Wallace & Gromit's Grand Adventures, Episode 2: The Last Resort",2009-05-05,Telltale Games,Telltale Games,Compilation,Rated E For Everyone,7.4,11,PC
"Wallace & Gromit's Grand Adventures, Episode 3: Muzzled!",6/15/2009,Telltale Games,Telltale Games,Compilation,,7.2,10,PC
"Wallace & Gromit's Grand Adventures, Episode 4: The Bogey Man",7/30/2009,Telltale Games,Telltale Games,Compilation,Rated E For Everyone,7.4,8,PC
Wallachia: Reign of Dracula,10/29/2020,Migami Games,Pixelheart,2D Platformer,Rated T For Teen,8,5,PC
Walt Disney World Quest: Magical Racing Tour,7/19/2000,Crystal Dynamics,Eidos Interactive,Arcade Racing,Rated E For Everyone,8,5,Dreamcast
Wandering Sword,9/14/2023,Xiameng Studio,Spiral Up Games,Turn-Based Tactics,,7.7,6,PC
Wandersong,9/27/2018,Greg Lobanov,Humble Games,2D Platformer,Rated E +10 For Everyone +10,8.2,48,PC
Wanted Corp,2011-06-12,EKO Software,Zoo Entertainment,Top-Down Shoot-'Em-Up,Rated T For Teen,,,PlayStation 3
Wanted: A Wild Western Adventure,2004-03-10,Revistronic,The Adventure Company,Point-and-Click,Rated E For Everyone,4.6,8,Wii
Wanted: Dead,2/14/2023,Soleil Ltd.,110 Industries,Action Adventure,,5.6,68,Xbox Series X
Wanted: Weapons of Fate,3/24/2009,GRIN,Warner Bros. Interactive Entertainment,Third Person Shooter,Rated M For Mature,7.4,25,PlayStation 3
War for the Overworld,2015-02-04,Subterranean Games,Subterranean Games,Real-Time Strategy,,7.9,132,PC
War Front: Turning Point,2/23/2007,Digital Reality,cdv Software,Real-Time Strategy,Rated T For Teen,8.1,8,PC
War Hospital,2024-11-01,Brave Lamb Studio S.A.,Nacon,Real-Time Strategy,Rated T For Teen,4.4,5,PC
War of the Monsters,1/14/2003,Incognito Inc.,SCEA,3D Fighting,Rated T For Teen,8.3,39,PlayStation 2
War of the Roses,2012-02-10,Fatshark,Paradox Interactive,Action,,5.8,282,PC
War of the Vikings,4/15/2014,Fatshark,Paradox Interactive,Action,,6.2,66,PC
War Pinball,3/20/2011,OOO Gameprom,OOO Gameprom,Pinball,,,,iOS (iPhone)
War Rock,2007-07-02,Dream Execution,Elephant Entertainment,Tactical FPS,Rated T For Teen,3.4,15,PC
War Thunder,2014-03-06,Gaijin Entertainment,Gaijin Entertainment,Vehicle Combat Sim,Rated T For Teen,3.8,710,PlayStation 4
War Times,2004-01-04,Legend Studios,Strategy First,Real-Time Strategy,Rated T For Teen,,,PC
War World: Tactical Combat,2008-01-10,Third Wave Games,Ubisoft,Third Person Shooter,Rated T For Teen,,,Xbox 360
"War, the Game",5/13/2014,GabberGames,GabberGames,Real-Time Strategy,,7.3,15,PC
Warborn,2020-12-06,Raredrop Games Ltd,PQube,Turn-Based Tactics,Rated E +10 For Everyone +10,,,PC
Warcraft III: Reforged,1/28/2020,Blizzard Entertainment,Blizzard Entertainment,Real-Time Strategy,Rated T For Teen,0.6,31141,PC
Warcraft III: Reign of Chaos,2002-03-07,Blizzard Entertainment,Blizzard Entertainment,Real-Time Strategy,Rated T For Teen,9.2,2461,PC
Warcraft III: The Frozen Throne,2003-01-07,Blizzard Entertainment,Blizzard Entertainment,Real-Time Strategy,Rated T For Teen,9.2,1855,PC
Warcraft Rumble,2023-03-11,Blizzard Entertainment,Blizzard Entertainment,Real-Time Strategy,,3.1,42,iOS (iPhone)
Warface,10/21/2013,Crytek,Crytek,FPS,Rated T For Teen,4.2,564,PC
Warframe,2013-12-11,Digital Extremes,Digital Extremes,Third Person Shooter,Rated M For Mature,7.1,585,PlayStation 4
Wargame: AirLand Battle,5/29/2013,Eugen Systems,Focus Home Interactive,Real-Time Tactics,Rated T For Teen,8.1,268,PC
Wargame: European Escalation,2/22/2012,Eugen Systems,Focus Home Interactive,Real-Time Tactics,,8.2,238,PC
Wargame: Red Dragon,4/17/2014,Eugen Systems,Focus Home Interactive,Real-Time Tactics,,7.9,216,PC
WarGames: WOPR,6/14/2012,Be-Rad Entertainment LLC,Be-Rad Entertainment LLC,Strategy,,5.4,7,iOS (iPhone)
Wargroove,2019-01-02,Chucklefish,Chucklefish,Turn-Based Tactics,Rated E +10 For Everyone +10,7.3,191,Nintendo Switch
Wargroove 2,2023-05-10,Robotality,Chucklefish,Turn-Based Tactics,Rated T For Teen,5.5,12,PC
"Warhammer 40,000: Armageddon",11/26/2014,Flashback Games,Slitherine,Real-Time Strategy,,6.7,44,PC
"Warhammer 40,000: Battlesector",7/15/2021,Black Lab Games,Slitherine,Turn-Based Tactics,,7.6,34,PC
"Warhammer 40,000: Boltgun",5/23/2023,Auroch Digital,Focus Entertainment,FPS,Rated M For Mature,8.2,65,PlayStation 5
"Warhammer 40,000: Carnage",2014-08-05,Roadhouse Interactive,Roadhouse Interactive,Third Person Shooter,,6.3,6,iOS (iPhone)
"Warhammer 40,000: Chaos Gate - Daemonhunters",2022-05-05,Complex Games Inc.,Frontier Developments,Turn-Based Tactics,Rated M For Mature,7.2,64,PC
"Warhammer 40,000: Darktide",11/30/2022,Fatshark,Fatshark,FPS,Rated M For Mature,5,162,Xbox Series X
"Warhammer 40,000: Dawn of War",9/20/2004,Relic Entertainment,THQ,Real-Time Strategy,Rated M For Mature,8.7,398,PC
"Warhammer 40,000: Dawn of War - Dark Crusade",2006-09-10,Relic Entertainment,THQ,Real-Time Strategy,Rated M For Mature,8.8,338,PC
"Warhammer 40,000: Dawn of War - Soulstorm",2008-04-03,Iron Lore Entertainment,THQ,Real-Time Strategy,Rated M For Mature,8.3,190,PC
"Warhammer 40,000: Dawn of War - Winter Assault",9/21/2005,Relic Entertainment,THQ,Real-Time Strategy,Rated M For Mature,8.4,147,PC
"Warhammer 40,000: Dawn of War II",2/18/2009,Relic Entertainment,THQ,Real-Time Strategy,Rated M For Mature,7.7,469,PC
"Warhammer 40,000: Dawn of War II - Chaos Rising",2010-10-03,Relic Entertainment,THQ,Real-Time Strategy,Rated M For Mature,8.2,189,PC
"Warhammer 40,000: Dawn of War II - Retribution",2/28/2011,Relic Entertainment,THQ,Real-Time Strategy,Rated M For Mature,7.7,283,PC
"Warhammer 40,000: Dawn of War III",4/27/2017,Relic Entertainment,Sega,Real-Time Strategy,Rated M For Mature,4.6,500,PC
"Warhammer 40,000: Deathwatch",7/16/2015,Rodeo Games,Rodeo Games,Action,,4.9,10,PlayStation 4
"Warhammer 40,000: Eternal Crusade",9/23/2016,Behaviour Interactive,Bandai Namco Games,MMORPG,,4.7,59,PC
"Warhammer 40,000: Fire Warrior",11/17/2003,Kuju Entertainment,THQ,FPS,Rated M For Mature,8.4,14,PlayStation 2
"Warhammer 40,000: Gladius - Relics of War",2018-12-07,Proxy Studios,Slitherine,Real-Time Strategy,,7.1,55,PC
"Warhammer 40,000: Inquisitor - Martyr",2018-05-06,NeocoreGames,Games Workshop,Real-Time Strategy,Rated M For Mature,6.5,124,PC
"Warhammer 40,000: Kill Team",7/13/2011,THQ Warrington,THQ,Third Person Shooter,Rated T For Teen,7,35,PlayStation 3
"Warhammer 40,000: Mechanicus",11/15/2018,Bulwark Studios,Kasedo Games,Turn-Based Tactics,,8.1,102,PC
"Warhammer 40,000: Regicide",2015-04-05,Hammerfall Publishing,Hammerfall Publishing,Real-Time Strategy,,7.6,18,PC
"Warhammer 40,000: Rogue Trader",2023-07-12,Owlcat Games,Owlcat Games,Turn-Based Tactics,,7.6,90,PlayStation 5
"Warhammer 40,000: Sanctus Reach",1/19/2017,Strayllight Entertainment,Slitherine,Real-Time Strategy,,6.9,31,PC
"Warhammer 40,000: Shootas, Blood & Teef",10/20/2022,Rogueside,Rogueside,2D Platformer,,8.3,,PC
"Warhammer 40,000: Space Marine",2011-06-09,Relic Entertainment,THQ,Third Person Shooter,Rated M For Mature,7.8,259,PC
"Warhammer 40,000: Squad Command",2007-12-11,RedLynx,THQ,Turn-Based Tactics,Rated T For Teen,8.1,25,PSP
Warhammer Age of Sigmar: Realms of Ruin,11/17/2023,Frontier Developments,Frontier Developments,Real-Time Strategy,Rated T For Teen,6.9,11,Xbox Series X
Warhammer Age of Sigmar: Storm Ground,5/27/2021,Gasket Games,Focus Home Interactive,Turn-Based Tactics,,4,7,Nintendo Switch
Warhammer Age of Sigmar: Tempestfall,11/17/2021,Carbon Studio,Carbon Studio,Action,,,,PC
Warhammer Online: Age of Reckoning,9/16/2008,EA Mythic,EA Games,MMORPG,Rated T For Teen,6.9,91,PC
Warhammer Quest,5/30/2013,Rodeo Games,Rodeo Games,Turn-Based Strategy,,5.6,23,iOS (iPhone)
Warhammer Quest 2: The End Times,10/18/2017,Perchang,Perchang,Turn-Based Strategy,,,,iOS (iPhone)
Warhammer: Battle for Atluma,11/14/2006,Sabertooth Games,Namco Bandai Games,Card Battle,Rated T For Teen,6.6,5,PSP
Warhammer: Battle March,2008-02-09,Black Hole Games,Namco Bandai Games,Real-Time Strategy,Rated M For Mature,6.5,10,Xbox 360
Warhammer: Chaosbane,5/31/2019,Games Workshop,Bigben Interactive,Action RPG,Rated M For Mature,4.9,122,PC
Warhammer: End Times - Vermintide,10/23/2015,Fatshark,Fatshark,Tactical FPS,Rated M For Mature,7.6,327,PlayStation 4
Warhammer: Mark of Chaos,11/14/2006,Black Hole Games,Namco Bandai Games,Real-Time Strategy,Rated M For Mature,7.1,41,PC
Warhammer: Mark of Chaos - Battle March,2008-02-09,Black Hole Games,Namco Bandai Games,Real-Time Strategy,Rated M For Mature,7.1,23,PC
Warhammer: Vermintide 2,2018-08-03,Fatshark,Fatshark,FPS,,7.4,359,PC
WarHawk,8/28/2007,Incognito Inc.,SCEA,Aircraft Combat Sim,Rated T For Teen,7.4,65,PlayStation 3
Wario Land 4,11/18/2001,Nintendo,Nintendo,2D Platformer,Rated E For Everyone,8.7,90,Game Boy Advance
Wario Land: Shake It!,9/22/2008,Good-Feel,Nintendo,2D Platformer,Rated E For Everyone,8.4,65,Wii
Wario World,6/24/2003,Treasure,Nintendo,3D Platformer,Rated E For Everyone,7.8,60,GameCube
Wario: Master of Disguise,2007-05-03,Suzak,Nintendo,2D Platformer,Rated E +10 For Everyone +10,6.5,24,DS
WarioWare D.I.Y.,3/28/2010,Intelligent Systems,Nintendo,Miscellaneous,Rated E For Everyone,8,44,DS
WarioWare D.I.Y. Showcase,3/29/2010,Intelligent Systems,Nintendo,Party,Rated E For Everyone,7.5,6,Wii
WarioWare Gold,2018-03-08,Nintendo,Nintendo,Party,Rated E +10 For Everyone +10,8.2,102,3DS
"WarioWare, Inc.: Mega Microgame$!",5/26/2003,Nintendo,Nintendo,Party,Rated E For Everyone,8.5,68,Game Boy Advance
"WarioWare, Inc.: Mega Party Game$!",2004-06-04,Nintendo,Nintendo,Party,Rated E For Everyone,7.5,26,GameCube
WarioWare: Get It Together!,2021-10-09,Nintendo,Nintendo,Party,Rated E +10 For Everyone +10,7.7,145,Nintendo Switch
WarioWare: Move It!,2023-03-11,Intelligent Systems,Nintendo,Party,Rated E +10 For Everyone +10,8.6,54,Nintendo Switch
WarioWare: Smooth Moves,1/15/2007,Intelligent Systems,Nintendo,Party,Rated E +10 For Everyone +10,8.3,140,Wii
WarioWare: Snapped!,2009-05-04,Intelligent Systems,Nintendo,Party,Rated E For Everyone,3.9,13,DS
WarioWare: Touched!,2/14/2005,Intelligent Systems,Nintendo,Party,Rated E For Everyone,7.9,64,DS
WarioWare: Twisted!,5/23/2005,Nintendo,Nintendo,Party,Rated E For Everyone,8.6,35,Game Boy Advance
WarJetz,6/27/2001,3DO,3DO,Aircraft Combat Sim,Rated T For Teen,,,PlayStation 2
Warlander,1/24/2023,Toylogic,PLAION,MOBA,,6.5,11,PC
Warlander (2020),2/26/2020,Clock Drive Games,Clock Drive Games,Action RPG,,,,PC
Warlock 2: The Exiled,2014-10-04,Ino-Co Plus,Paradox Interactive,4X Strategy,,7.1,88,PC
Warlock: Master of the Arcane,2012-08-05,Ino-Co Plus,Paradox Interactive,Turn-Based Strategy,Rated E +10 For Everyone +10,7.8,231,PC
Warlocks 2: God Slayers,2019-07-06,Frozen District,No Gravity Games,Action RPG,Rated T For Teen,5.8,10,PC
Warlords (2008),5/28/2008,Stainless Games,Atari SA,Action,Rated E For Everyone,,,Xbox 360
Warlords Battlecry,2000-09-07,Strategic Studies Group,SSI,Strategy,Rated T For Teen,7.2,19,PC
Warlords Battlecry II,2002-11-03,Strategic Studies Group,Ubisoft,Real-Time Strategy,Rated T For Teen,8.3,44,PC
Warlords Battlecry III,5/19/2004,Infinite Interactive,Enlight Software,Real-Time Strategy,Rated T For Teen,8.4,30,PC
Warlords IV: Heroes of Etheria,10/21/2003,Infinite Interactive,Ubisoft,Turn-Based Strategy,Rated T For Teen,8.4,15,PC
Warm Gun,2011-11-10,Emotional Robots,Emotional Robots,Adventure,,,,iOS (iPhone)
Warp,2/15/2012,Trapdoor,Electronic Arts,Action,Rated M For Mature,7.3,30,Xbox 360
Warparty,3/28/2019,Warcave,Warcave,Command RTS,,6.6,10,PC
Warpath (2006),7/24/2006,Digital Extremes,Groove Games,FPS,Rated T For Teen,,,Xbox
Warplanes: WW2 Dogfight,2/21/2019,Home Net Games,Home Net Games,Aircraft Sim,Rated E +10 For Everyone +10,5.2,5,Nintendo Switch
Warrior Kings,4/13/2002,Black Cactus,Microids,Real-Time Strategy,Rated T For Teen,7.3,15,PC
Warrior Kings: Battles,9/30/2003,Black Cactus,Strategy First,Real-Time Strategy,Rated T For Teen,8.8,18,PC
Warriors All-Stars,8/29/2017,Omega Force,Koei Tecmo Games,3D Beat-'Em-Up,Rated T For Teen,7.4,44,PlayStation 4
Warriors of Might and Magic,3/21/2001,3DO,3DO,Action RPG,Rated T For Teen,5.1,7,PlayStation 2
Warriors Orochi,9/18/2007,Omega Force,Koei,3D Beat-'Em-Up,Rated T For Teen,8,16,PlayStation 2
Warriors Orochi 2,9/23/2008,Omega Force,Koei,3D Beat-'Em-Up,Rated T For Teen,8.2,12,PlayStation 2
Warriors Orochi 3 Ultimate,2014-02-09,Omega Force,Koei Tecmo Games,3D Beat-'Em-Up,Rated T For Teen,7.2,95,PlayStation 3
Warriors Orochi 4,10/16/2018,Omega Force,Koei Tecmo Games,3D Beat-'Em-Up,Rated T For Teen,8,54,PlayStation 4
Warriors Orochi 4 Ultimate,2/14/2020,Omega Force,Koei Tecmo Games,3D Beat-'Em-Up,Rated T For Teen,8,45,Nintendo Switch
Warriors: Legends of Troy,3/15/2011,Tecmo Koei Canada,Koei Tecmo Games,3D Beat-'Em-Up,Rated M For Mature,7.4,27,Xbox 360
Wars and Warriors: Joan of Arc,2004-07-02,Enlight Software,Enlight Software,Action Adventure,Rated T For Teen,6.8,22,PC
Warsaw,2019-02-10,Pixelated Milk,gaming company,Turn-Based Tactics,,6.9,38,Nintendo Switch
Warship Gunner 2,3/21/2006,Micro Cabin,Koei,Marine Combat Sim,Rated T For Teen,5.8,,PlayStation 2
Wartales,2023-12-04,Shiro Games,Shiro Games,Action RPG,,7.9,51,PC
WarTech: Senko no Ronde,5/29/2007,G.Rev,Ubisoft,2D Fighting,Rated T For Teen,,,Xbox 360
Wasteland 2,9/18/2014,InXile Entertainment,InXile Entertainment,Western RPG,Rated M For Mature,7.2,1217,PC
Wasteland 2: Director's Cut,10/13/2015,InXile Entertainment,Deep Silver,Western RPG,Rated M For Mature,7.5,216,PlayStation 4
Wasteland 3,8/28/2020,InXile Entertainment,InXile Entertainment,Turn-Based Tactics,Rated M For Mature,7.7,548,PC
Watch Dogs,5/27/2014,Ubisoft Montreal,Ubisoft,Open-World Action,Rated M For Mature,6.8,4041,Xbox 360
Watch Dogs 2,11/15/2016,Ubisoft Montreal,Ubisoft,Open-World Action,Rated M For Mature,7.7,2136,PlayStation 4
Watch Dogs: Bad Blood,9/30/2014,Ubisoft Montreal,Ubisoft,Open-World Action,Rated M For Mature,7.5,98,Xbox One
Watch Dogs: Legion,10/29/2020,Ubisoft,Ubisoft,Open-World Action,Rated M For Mature,6.2,679,PlayStation 4
Watch Dogs: Legion - Bloodline,2021-06-07,Ubisoft,Ubisoft,Open-World Action,,7.9,48,PC
Watchmen: The End Is Nigh,2009-04-03,Deadline Games,Warner Bros. Interactive Entertainment,2D Beat-'Em-Up,Rated M For Mature,6.9,13,PlayStation 3
Watchmen: The End Is Nigh Complete Experience,7/21/2009,Deadline Games,Warner Bros. Interactive Entertainment,Compilation,Rated M For Mature,7.6,9,PlayStation 3
Watchmen: The End Is Nigh Part 2,8/26/2009,Deadline Games,Warner Bros. Interactive Entertainment,2D Beat-'Em-Up,Rated M For Mature,6,8,Xbox 360
Waterloo: Napoleon's Last Battle,3/25/2001,BreakAway Games,Strategy First,Strategy,Rated E For Everyone,,,PC
Wattam,12/17/2019,Funomena,Annapurna Interactive,Third-Person Adventure,Rated E +10 For Everyone +10,6.5,39,PlayStation 4
Wave Race 64,1996-01-11,Nintendo,Nintendo,Arcade Racing,,8.4,132,Nintendo 64
Wave Race: Blue Storm,11/17/2001,Nintendo Software Technology,Nintendo,Arcade Racing,Rated E For Everyone,7.8,33,GameCube
Wave Rally,11/26/2001,Opus,Eidos Interactive,Arcade Racing,Rated E For Everyone,,,PlayStation 2
Wave Trip,1/22/2013,Lucky Frame,Lucky Frame,Rhythm,,,,iOS (iPhone)
Wave Wave,2014-05-03,,,Action,,,,iOS (iPhone)
Waveform,3/20/2012,Eden Industries,Eden Industries,Action Puzzle,,7.2,48,PC
Wavetale,2022-12-12,Zoink Games,Thunderful,Action Adventure,,5.9,7,PlayStation 5
Wavey The Rocket,2020-07-05,UpperRoom Games Ltd,UpperRoom Games Ltd,Action,,,,PC
Way of the Dogg,2013-03-05,Echo Peak,505 Games,Action,Rated T For Teen,3,26,iOS (iPhone)
Way of the Hunter,8/16/2022,Nine Rocks Games,THQ Nordic,Hunting,Rated T For Teen,5.9,17,PlayStation 5
Way of the Passive Fist,2018-07-03,Household Games Inc.,Household Games Inc.,2D Beat-'Em-Up,Rated T For Teen,7.7,6,PlayStation 4
Way of the Samurai,5/31/2002,Acquire,Bam Entertainment,Open-World Action,Rated M For Mature,8,23,PlayStation 2
Way of the Samurai 2,2004-07-07,Acquire,Capcom,Open-World Action,Rated M For Mature,8.6,18,PlayStation 2
Way of the Samurai 3,10/20/2009,Acquire,UFO Interactive,Open-World Action,Rated M For Mature,7,17,PlayStation 3
Way of the Samurai 4,8/21/2012,Acquire,XSEED Games,Open-World Action,Rated M For Mature,7.3,22,PlayStation 3
Wayward Manor,7/15/2014,Moonshark,Moonshark,Action Puzzle,,4.4,17,PC
Wayward Sky,2016-10-10,Uber Entertainment,Uber Entertainment,Action,Rated T For Teen,7.6,20,PlayStation 4
Wayward Souls,4/24/2014,Rocketcat Games,Rocketcat Games,Action Adventure,,7.1,52,iOS (iPhone)
Wayward Strand,9/15/2022,Ghost Pattern,Ghost Pattern,Adventure,Rated T For Teen,,,PC
WCW Backstage Assault,2000-08-11,Kodiak Interactive,Electronic Arts,Wrestling,Rated T For Teen,,,PlayStation
WE ARE DOOMED,4/14/2015,Vertex Pop,Vertex Pop,Horizontal Shoot-'Em-Up,Rated E For Everyone,5.9,22,PlayStation 4
WE ARE FOOTBALL,2021-10-06,Winning Streak Games,THQ Nordic,Soccer Management,,6.9,7,PC
We Are OFK,8/18/2022,Team OFK,Team OFK,Adventure,Rated M For Mature,3.3,15,PC
We Are The Dwarves,2/25/2016,Whale Rock Games,Whale Rock Games,Real-Time Strategy,Rated T For Teen,7.3,39,PC
We Cheer,9/30/2008,"Machatin, Inc.",Namco Bandai Games,Dancing,Rated E +10 For Everyone +10,,,Wii
We Cheer 2,2009-03-11,"Machatin, Inc.",Namco Bandai Games,Dancing,Rated E +10 For Everyone +10,,,Wii
We Happy Few,2018-10-08,Compulsion Games,Gearbox Publishing,Action Adventure,Rated M For Mature,5.9,238,PC
We Love Golf!,7/15/2008,Camelot Software Planning,Capcom,Golf,Rated E +10 For Everyone +10,,,Wii
We Love Katamari,9/20/2005,Now Production,Namco,Action Adventure,Rated E For Everyone,8.7,60,PlayStation 2
We Love Katamari REROLL+ Royal Reverie,2023-02-06,MONKEYCRAFT Co. Ltd.,Bandai Namco Games,Action Adventure,,7.1,11,Nintendo Switch
We Rule,3/20/2010,ngmoco,ngmoco,Adventure,,,,iOS (iPhone)
We Ski,5/13/2008,Bandai Namco Games,Namco Bandai Games,Skiing,Rated E For Everyone,4.8,6,Wii
We Ski & Snowboard,2009-03-03,Bandai Namco Games,Namco Bandai Games,Skiing,Rated E For Everyone,6.7,6,Wii
We Were Here Expeditions: The FriendShip,9/14/2023,Total Mayhem Games,Total Mayhem Games,First-Person Adventure,,8,16,PlayStation 5
We Were Here Forever,2022-10-05,Total Mayhem Games,Total Mayhem Games,First-Person Adventure,,7.6,16,Xbox Series X
We Were Here Too,2018-02-02,Total Mayhem Games,Total Mayhem Games,First-Person Adventure,,6.9,34,PC
We. The Revolution,3/21/2019,Polyslash,Klabater,Adventure,,7.3,47,PC
Weakless,12/13/2019,Cubeish Games,Punk Notion,Third-Person Adventure,,,,PC
Weapon Shop de Omasse,2/20/2014,Nex Entertainment,Level 5,RPG,Rated T For Teen,7.5,23,3DS
Weedcraft Inc,2019-11-04,Vile Monarch,Devolver Digital,Tycoon,,6.8,38,PC
Weeping Doll,10/27/2016,TianShe Media,Oasis Games,Adventure,Rated T For Teen,2.7,19,PlayStation 4
Weird West,3/31/2022,Wolfeye Studios,Devolver Digital,Action RPG,,7,100,PC
Welcome to Elk,9/17/2020,Triple Topping Games,Triple Topping Games,Point-and-Click,,7.2,9,PC
Werewolf: The Apocalypse - Earthblood,2021-04-02,Cyanide,Nacon,Action RPG,Rated M For Mature,4.3,47,PlayStation 4
Werewolf: The Apocalypse - Heart of the Forest,2021-07-01,Different Tales,Walkabout Games,Visual Novel,Rated M For Mature,7.8,6,PC
Werewolves Within,2016-06-12,Ubisoft,Ubisoft,Party,Rated E For Everyone,6.9,30,PC
West of Dead,6/18/2020,Upstream Arcade,Raw Fury,Top-Down Shoot-'Em-Up,,6,45,Xbox One
West of Loathing,5/31/2018,Asymmetric Publications,Asymmetric Publications,RPG,Rated T For Teen,8.1,68,PC
Westerado: Double Barreled,4/16/2015,Ostrich Banditos,Adult Swim,Action,,7.7,44,PC
Wet,9/15/2009,Artificial Mind and Movement,Bethesda Softworks,Third Person Shooter,Rated M For Mature,6.9,59,Xbox 360
Wetrix,,Zed Two Limited,Ocean,Puzzle,Rated E For Everyone,,,Nintendo 64
Whacked!,2002-08-10,Presto Studios,Microsoft Game Studios,Party,Rated T For Teen,6.2,9,Xbox
Whale Trail,10/20/2011,ustwo,ustwo,Action,,6.9,11,iOS (iPhone)
"What Did I Do to Deserve This, My Lord!?",7/16/2009,Acquire,NIS America,Strategy,Rated T For Teen,8.2,28,PSP
"What Did I Do to Deserve This, My Lord!? 2",4/29/2010,Acquire,NIS America,Strategy,Rated T For Teen,8.1,27,PSP
What Happened,7/30/2020,Genius Slackers,KATNAPPE SP. Z O. O.,First-Person Adventure,,7.1,242,PC
What Remains of Edith Finch,4/25/2017,Giant Sparrow,Annapurna Interactive,First-Person Adventure,Rated T For Teen,8.4,997,PlayStation 4
What The Bat?,2/22/2023,Triband,Triband,Action,Rated E For Everyone,3,,PC
What The Dub?!,2021-08-04,Wide Right Interactive,Wide Right Interactive,Party,Rated T For Teen,,,PC
